gene_id,xen_pep_id,xen_gene_symbol,xen_description
PECUL23A053814,ENSXETP00000025875,fmod,fibromodulin [Source:Xenbase;Acc:XB-GENE-982650]
PECUL23A053815,ENSXETP00000108867,,
PECUL23A053816,ENSXETP00000034922,XB994602 [provisional:prlhr],provisional ortholog of prolactin releasing hormone receptor [Source:Xenbase;Acc:XB-GENE-994603]
PECUL23A053817,ENSXETP00000109856,,
PECUL23A053820,ENSXETP00000054341,ifi30,"interferon, gamma-inducible protein 30 [Source:Xenbase;Acc:XB-GENE-1002315]"
PECUL23A053825,ENSXETP00000090422,nsmce3,"NSE3 homolog, SMC5-SMC6 complex component [Source:Xenbase;Acc:XB-GENE-1007635]"
PECUL23A053829,ENSXETP00000109870,tcta,T cell leukemia translocation altered [Source:Xenbase;Acc:XB-GENE-954032]
PECUL23A053831,,,
PECUL23A053833,ENSXETP00000095261,p2rx5,"purinergic receptor P2X, ligand gated ion channel, 5 [Source:Xenbase;Acc:XB-GENE-1006287]"
PECUL23A053834,ENSXETP00000096171,tmem255a,transmembrane protein 255A [Source:Xenbase;Acc:XB-GENE-941241]
PECUL23A053838,ENSXETP00000095272,sesn3,sestrin 3 [Source:Xenbase;Acc:XB-GENE-494676]
PECUL23A053839,ENSXETP00000113484,,
PECUL23A053840,ENSXETP00000119397,,
PECUL23A053841,ENSXETP00000081463,b4galt5,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:Xenbase;Acc:XB-GENE-982971]"
PECUL23A053848,ENSXETP00000091612,XB5763442 [provisional:chia],provisional ortholog of chitinase acidic [Source:Xenbase;Acc:XB-GENE-5763443]
PECUL23A053849,ENSXETP00000107703,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]
PECUL23A053852,ENSXETP00000014113,enc1.2,dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:Xenbase;Acc:XB-GENE-959495]
PECUL23A053858,ENSXETP00000048868,carmil3,capping protein regulator and myosin 1 linker 3 [Source:Xenbase;Acc:XB-GENE-5845745]
PECUL23A053859,ENSXETP00000103365,,
PECUL23A053860,ENSXETP00000102411,,
PECUL23A053861,ENSXETP00000072768,znf329,zinc finger protein 329 [Source:Xenbase;Acc:XB-GENE-5965306]
PECUL23A053863,ENSXETP00000049499,zbbx,"zinc finger, B-box domain containing [Source:Xenbase;Acc:XB-GENE-6035116]"
PECUL23A053865,ENSXETP00000045563,tmem33,transmembrane protein 33 [Source:Xenbase;Acc:XB-GENE-983353]
PECUL23A053866,ENSXETP00000070470,fmnl2,formin like 2 [Source:Xenbase;Acc:XB-GENE-1004377]
PECUL23A053869,ENSXETP00000066393;ENSXETP00000028674,mthfr,methylenetetrahydrofolate reductase (NAD(P)H) [Source:Xenbase;Acc:XB-GENE-1005402]
PECUL23A053870,ENSXETP00000103036,th2,tyrosine hydroxylase 2 [Source:Xenbase;Acc:XB-GENE-22041752]
PECUL23A053872,ENSXETP00000058591,,
PECUL23A053874,ENSXETP00000119296,,
PECUL23A053876,ENSXETP00000106411,tomm40l,translocase of outer mitochondrial membrane 40 homolog-like [Source:Xenbase;Acc:XB-GENE-958939]
PECUL23A053879,ENSXETP00000088136,fbh1,F-box DNA helicase 1 [Source:Xenbase;Acc:XB-GENE-980595]
PECUL23A053882,ENSXETP00000005081,tbc1d8b,TBC1 domain family member 8B [Source:Xenbase;Acc:XB-GENE-923435]
PECUL23A053891,ENSXETP00000101541,vps13c,vacuolar protein sorting 13 homolog C [Source:Xenbase;Acc:XB-GENE-6043823]
PECUL23A053892,ENSXETP00000054036,uba5,ubiquitin like modifier activating enzyme 5 [Source:Xenbase;Acc:XB-GENE-955661]
PECUL23A053898,ENSXETP00000114214,slc25a29,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29 [Source:Xenbase;Acc:XB-GENE-5763797]"
PECUL23A053901,ENSXETP00000104843,tmtc2,transmembrane and tetratricopeptide repeat containing 2 [Source:Xenbase;Acc:XB-GENE-948541]
PECUL23A053903,ENSXETP00000040453;ENSXETP00000058877,cyp2c8.2;cyp2c8.1,"cytochrome P450, family 2, subfamily C, polypeptide 8, 2 [Source:Xenbase;Acc:XB-GENE-5852312];cytochrome P450, family 2, subfamily C, polypeptide 8, 1 [Source:Xenbase;Acc:XB-GENE-5831571]"
PECUL23A053915,ENSXETP00000077536;ENSXETP00000082778,sytl2,synaptotagmin like 2 [Source:Xenbase;Acc:XB-GENE-945155]
PECUL23A053916,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A053919,ENSXETP00000044566,gmeb1,glucocorticoid modulatory element binding protein 1 [Source:Xenbase;Acc:XB-GENE-1002169]
PECUL23A053920,ENSXETP00000049679,fstl3,follistatin like 3 [Source:Xenbase;Acc:XB-GENE-876426]
PECUL23A053922,ENSXETP00000082475,tmc4,transmembrane channel like 4 [Source:Xenbase;Acc:XB-GENE-991359]
PECUL23A053925,ENSXETP00000104206;ENSXETP00000087010,NA;muc4,"NA;mucin 4, cell surface associated [Source:Xenbase;Acc:XB-GENE-852599]"
PECUL23A053926,ENSXETP00000102210,,
PECUL23A053927,ENSXETP00000071305,c11orf96,
PECUL23A053929,ENSXETP00000100031,,
PECUL23A053930,ENSXETP00000066520,,
PECUL23A053933,ENSXETP00000084363,csmd2,CUB and Sushi multiple domains 2 [Source:Xenbase;Acc:XB-GENE-6044604]
PECUL23A053935,ENSXETP00000037940,cat2,calcium transporter 2 [Source:Xenbase;Acc:XB-GENE-5815385]
PECUL23A053936,ENSXETP00000058447,cbln4,cerebellin 4 [Source:Xenbase;Acc:XB-GENE-986703]
PECUL23A053937,ENSXETP00000006026,arhgdib,Rho GDP dissociation inhibitor (GDI) beta [Source:Xenbase;Acc:XB-GENE-943891]
PECUL23A053939,ENSXETP00000092023;ENSXETP00000065562,mtrr,5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:Xenbase;Acc:XB-GENE-5824649]
PECUL23A053940,ENSXETP00000111422,,
PECUL23A053942,ENSXETP00000081838,ell,elongation factor RNA polymerase II [Source:Xenbase;Acc:XB-GENE-1013705]
PECUL23A053943,ENSXETP00000102047,,
PECUL23A053946,ENSXETP00000117230,PTPN5,protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]
PECUL23A053948,ENSXETP00000019031;ENSXETP00000019067,dnah12;asb14,"dynein, axonemal, heavy chain 12 [Source:Xenbase;Acc:XB-GENE-494652];ankyrin repeat and SOCS box containing 14 [Source:Xenbase;Acc:XB-GENE-6465005]"
PECUL23A053949,ENSXETP00000063016,dse,dermatan sulfate epimerase [Source:Xenbase;Acc:XB-GENE-1013167]
PECUL23A053953,ENSXETP00000085363,slc10a4,solute carrier family 10 member 4 [Source:Xenbase;Acc:XB-GENE-940175]
PECUL23A053957,ENSXETP00000096535,cpxm1,"carboxypeptidase X (M14 family), member 1 [Source:Xenbase;Acc:XB-GENE-977808]"
PECUL23A053959,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A053960,ENSXETP00000088176,,
PECUL23A053961,ENSXETP00000109985,lyplal1,lysophospholipase-like 1 [Source:Xenbase;Acc:XB-GENE-953501]
PECUL23A053965,ENSXETP00000034887,lgals1.1,"lectin, galactoside-binding, soluble, 1, 1 [Source:Xenbase;Acc:XB-GENE-971978]"
PECUL23A053969,ENSXETP00000049328,sostdc1,sclerostin domain containing 1 [Source:Xenbase;Acc:XB-GENE-478256]
PECUL23A053970,ENSXETP00000024604,bmp7.1,"bone morphotic protein 7, 1 [Source:Xenbase;Acc:XB-GENE-486014]"
PECUL23A053972,ENSXETP00000000591,gemin2,gem nuclear organelle associated protein 2 [Source:Xenbase;Acc:XB-GENE-941786]
PECUL23A053974,ENSXETP00000020234,samd7,sterile alpha motif domain containing 7 [Source:Xenbase;Acc:XB-GENE-948462]
PECUL23A053975,ENSXETP00000103771,,
PECUL23A053976,ENSXETP00000108585,dnlz,DNL-type zinc finger [Source:Xenbase;Acc:XB-GENE-940250]
PECUL23A053977,ENSXETP00000109841,,
PECUL23A053980,ENSXETP00000035462,,
PECUL23A053981,ENSXETP00000116237,,
PECUL23A053984,ENSXETP00000105337,,
PECUL23A053989,ENSXETP00000077241;ENSXETP00000104060;ENSXETP00000003233;ENSXETP00000065125,acsl1;cenpu,acyl-CoA synthetase long chain family member 1 protein [Source:Xenbase;Acc:XB-GENE-5739727];centromere protein U [Source:Xenbase;Acc:XB-GENE-1015151]
PECUL23A053991,ENSXETP00000056642,foxa2,forkhead box A2 [Source:NCBI gene (formerly Entrezgene);Acc:395063]
PECUL23A053993,ENSXETP00000085524,fance,FA complementation group E [Source:Xenbase;Acc:XB-GENE-1033060]
PECUL23A053996,ENSXETP00000063561,rcan2,regulator of calcineurin 2 [Source:Xenbase;Acc:XB-GENE-945556]
PECUL23A053997,ENSXETP00000035701,ccnb1.2,cyclin B1 [Source:Xenbase;Acc:XB-GENE-5736422]
PECUL23A053999,ENSXETP00000062499,,
PECUL23A054000,ENSXETP00000081915,,
PECUL23A054002,ENSXETP00000053590,ypel1,yippee like 1 [Source:Xenbase;Acc:XB-GENE-998682]
PECUL23A054003,ENSXETP00000040682,crx,cone-rod homeobox [Source:Xenbase;Acc:XB-GENE-478452]
PECUL23A054008,ENSXETP00000007804,vps13a,vacuolar protein sorting 13 homolog A [Source:Xenbase;Acc:XB-GENE-989613]
PECUL23A054009,ENSXETP00000048972,haus4,HAUS augmin like complex subunit 4 [Source:Xenbase;Acc:XB-GENE-995661]
PECUL23A054011,ENSXETP00000093410,aspg,asparaginase [Source:Xenbase;Acc:XB-GENE-993696]
PECUL23A054012,ENSXETP00000025511,epc2,enhancer of polycomb homolog 2 [Source:Xenbase;Acc:XB-GENE-491423]
PECUL23A054015,ENSXETP00000064941;ENSXETP00000039941,cetn4;cetn1,centrin 4 [Source:Xenbase;Acc:XB-GENE-920656];centrin 1 [Source:Xenbase;Acc:XB-GENE-967617]
PECUL23A054016,ENSXETP00000117778,,
PECUL23A054017,ENSXETP00000106010,,
PECUL23A054024,ENSXETP00000027515,polg2,"polymerase (DNA directed), gamma 2, accessory subunit [Source:Xenbase;Acc:XB-GENE-1009985]"
PECUL23A054027,ENSXETP00000113162,"polycystin 1 like 3, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:21716]",
PECUL23A054032,ENSXETP00000074162;ENSXETP00000073765,srgap1,SLIT-ROBO Rho GTPase activating protein 1 [Source:Xenbase;Acc:XB-GENE-1013918]
PECUL23A054040,ENSXETP00000068156;ENSXETP00000072000;ENSXETP00000004087;ENSXETP00000078278,mcf2l,MCF.2 cell line derived transforming sequence-like [Source:Xenbase;Acc:XB-GENE-6042031]
PECUL23A054044,ENSXETP00000110464,rtel1,regulator of telomere elongation helicase 1 [Source:Xenbase;Acc:XB-GENE-6035930]
PECUL23A054046,ENSXETP00000038814,erh,"ERH, mRNA splicing and mitosis factor [Source:Xenbase;Acc:XB-GENE-972541]"
PECUL23A054047,ENSXETP00000110873,,
PECUL23A054050,ENSXETP00000073459,chgb,chromogranin B [Source:NCBI gene (formerly Entrezgene);Acc:100145188]
PECUL23A054051,ENSXETP00000013260,lrrn4cl,LRRN4 C-terminal like [Source:Xenbase;Acc:XB-GENE-5723339]
PECUL23A054057,ENSXETP00000056401,sugp1,SURP and G-patch domain containing 1 [Source:Xenbase;Acc:XB-GENE-495007]
PECUL23A054058,ENSXETP00000117691,znf470,zinc finger protein 470 [Source:Xenbase;Acc:XB-GENE-5883472]
PECUL23A054059,ENSXETP00000103365,,
PECUL23A054061,ENSXETP00000108986,SH2D5,SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]
PECUL23A054062,ENSXETP00000108287,,
PECUL23A054063,ENSXETP00000085021,nqo1,"NAD(P)H dehydrogenase, quinone 1 [Source:Xenbase;Acc:XB-GENE-955485]"
PECUL23A054066,ENSXETP00000031981,,
PECUL23A054071,ENSXETP00000105337,,
PECUL23A054074,ENSXETP00000102083,ms4a1,membrane spanning 4-domains A1 [Source:Xenbase;Acc:XB-GENE-479306]
PECUL23A054076,ENSXETP00000100057,chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:Xenbase;Acc:XB-GENE-5962008]
PECUL23A054078,ENSXETP00000062075,lipc,"lipase, hepatic type [Source:Xenbase;Acc:XB-GENE-955547]"
PECUL23A054079,ENSXETP00000031035,pou6f1,POU class 6 homeobox 1 [Source:Xenbase;Acc:XB-GENE-854918]
PECUL23A054084,ENSXETP00000031196,abca12,ATP binding cassette subfamily A member 12 [Source:Xenbase;Acc:XB-GENE-6041943]
PECUL23A054087,ENSXETP00000091433,ddx11,DEAD/H-box helicase 11 [Source:Xenbase;Acc:XB-GENE-969935]
PECUL23A054088,ENSXETP00000041248,chst4,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 [Source:Xenbase;Acc:XB-GENE-5812130]
PECUL23A054092,ENSXETP00000090438,dhx32,DEAH-box helicase 32 (putative) [Source:Xenbase;Acc:XB-GENE-982113]
PECUL23A054097,ENSXETP00000069446,prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:Xenbase;Acc:XB-GENE-6048678]"
PECUL23A054098,ENSXETP00000100486,prtg,protogenin [Source:Xenbase;Acc:XB-GENE-922463]
PECUL23A054099,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A054100,ENSXETP00000065957,mfrp,1 [Source:Xenbase;Acc:XB-GENE-22063138]
PECUL23A054101,ENSXETP00000106428,,
PECUL23A054102,ENSXETP00000108874,,
PECUL23A054103,ENSXETP00000107177,,
PECUL23A054105,ENSXETP00000000098,lrrc57,leucine rich repeat containing 57 [Source:Xenbase;Acc:XB-GENE-5779276]
PECUL23A054107,ENSXETP00000118214,slc16a1,solute carrier family 16 member 1 [Source:Xenbase;Acc:XB-GENE-1014566]
PECUL23A054110,ENSXETP00000069953,gldc,glycine decarboxylase [Source:Xenbase;Acc:XB-GENE-1221322]
PECUL23A054112,ENSXETP00000048818,brf1,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit [Source:Xenbase;Acc:XB-GENE-946065]"
PECUL23A054113,ENSXETP00000079556,,
PECUL23A054116,ENSXETP00000024139,map2k4,mitogen-activated protein kinase kinase 4 [Source:Xenbase;Acc:XB-GENE-482151]
PECUL23A054119,ENSXETP00000100111,rps6ka1,ribosomal protein S6 kinase A1 [Source:Xenbase;Acc:XB-GENE-479496]
PECUL23A054124,ENSXETP00000001552,ttc23l,tetratricopeptide repeat domain 23-like [Source:Xenbase;Acc:XB-GENE-5900388]
PECUL23A054127,ENSXETP00000007717,tmem231,transmembrane protein 231 [Source:Xenbase;Acc:XB-GENE-1011804]
PECUL23A054131,ENSXETP00000063281,nfrkb,nuclear factor related to kappaB binding protein [Source:Xenbase;Acc:XB-GENE-6258496]
PECUL23A054133,ENSXETP00000038714,mtmr14,myotubularin related protein 14 [Source:Xenbase;Acc:XB-GENE-5755863]
PECUL23A054143,ENSXETP00000002583,scarb1,scavenger receptor class B member 1 [Source:Xenbase;Acc:XB-GENE-494666]
PECUL23A054146,ENSXETP00000104687,,
PECUL23A054155,ENSXETP00000091827;ENSXETP00000064540,ppp3cc,"protein phosphatase 3, catalytic subunit, gamma isozyme [Source:Xenbase;Acc:XB-GENE-961157]"
PECUL23A054157,ENSXETP00000050010,kcnk2,"potassium channel, two pore domain subfamily K, member 2 [Source:Xenbase;Acc:XB-GENE-952207]"
PECUL23A054164,ENSXETP00000103345;ENSXETP00000110397,,
PECUL23A054166,ENSXETP00000107370,,
PECUL23A054167,ENSXETP00000008155,zpr1,ZPR1 zinc finger [Source:Xenbase;Acc:XB-GENE-941928]
PECUL23A054172,ENSXETP00000107324,,
PECUL23A054173,ENSXETP00000100111,rps6ka1,ribosomal protein S6 kinase A1 [Source:Xenbase;Acc:XB-GENE-479496]
PECUL23A054175,ENSXETP00000104943,soho1,sensory organ homeobox 1 [Source:Xenbase;Acc:XB-GENE-876678]
PECUL23A054177,ENSXETP00000016308,,
PECUL23A054178,ENSXETP00000021540,rsph3,radial spoke head 3 [Source:Xenbase;Acc:XB-GENE-989659]
PECUL23A054179,ENSXETP00000110471,hoxc9,homeobox C9 [Source:Xenbase;Acc:XB-GENE-482330]
PECUL23A054180,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A054181,ENSXETP00000083989,GPLD1,glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]
PECUL23A054182,ENSXETP00000081222,nkx3-2,NK3 homeobox 2 [Source:Xenbase;Acc:XB-GENE-876834]
PECUL23A054185,ENSXETP00000054516,tmem69,transmembrane protein 69 [Source:Xenbase;Acc:XB-GENE-1014364]
PECUL23A054187,ENSXETP00000008239,guca1bl,guanylate cyclase activator 1B like [Source:Xenbase;Acc:XB-GENE-5838913]
PECUL23A054192,ENSXETP00000114761,,
PECUL23A054193,ENSXETP00000117852,,
PECUL23A054198,ENSXETP00000072594;ENSXETP00000014602,snrpa1,proprotein convertase subtilisin/kexin type 6 [Source:Xenbase;Acc:XB-GENE-979058]
PECUL23A054201,ENSXETP00000002794,rbm38,RNA binding motif protein 38 [Source:Xenbase;Acc:XB-GENE-489545]
PECUL23A054202,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A054203,ENSXETP00000110873,,
PECUL23A054206,ENSXETP00000104877,ice2,interactor of little elongation complex ELL subunit 2 [Source:Xenbase;Acc:XB-GENE-5916977]
PECUL23A054208,ENSXETP00000110987,ankrd39,ankyrin repeat domain 39 [Source:Xenbase;Acc:XB-GENE-940551]
PECUL23A054209,ENSXETP00000076869,sptbn2,"spectrin, beta, non-erythrocytic 2 [Source:Xenbase;Acc:XB-GENE-1008690]"
PECUL23A054210,ENSXETP00000051015,,
PECUL23A054211,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A054215,ENSXETP00000110667,akap1,A-kinase anchoring protein 1 [Source:Xenbase;Acc:XB-GENE-1004620]
PECUL23A054216,ENSXETP00000069506,sbf2,SET binding factor 2 [Source:Xenbase;Acc:XB-GENE-1004468]
PECUL23A054217,ENSXETP00000109907,psmb6,proteasome subunit beta 6 [Source:Xenbase;Acc:XB-GENE-6257763]
PECUL23A054218,ENSXETP00000047675,apex2,apurinic/apyrimidinic endodeoxyribonuclease 2 [Source:Xenbase;Acc:XB-GENE-1012054]
PECUL23A054220,ENSXETP00000048081,iglon5,IgLON family member 5 [Source:Xenbase;Acc:XB-GENE-945713]
PECUL23A054228,ENSXETP00000071627,gdpd5,glycerophosphodiester phosphodiesterase domain containing 5 [Source:Xenbase;Acc:XB-GENE-5789660]
PECUL23A054231,ENSXETP00000070388,,
PECUL23A054232,ENSXETP00000114997,nkapd1,NKAP domain containing 1 [Source:Xenbase;Acc:XB-GENE-5787165]
PECUL23A054236,ENSXETP00000082502,ern2,endoplasmic reticulum to nucleus signaling 2 [Source:Xenbase;Acc:XB-GENE-4594134]
PECUL23A054237,ENSXETP00000104583,gpr17,G protein-coupled receptor 17 [Source:Xenbase;Acc:XB-GENE-1012430]
PECUL23A054241,ENSXETP00000058661,fancg,FA complementation group G [Source:Xenbase;Acc:XB-GENE-5962554]
PECUL23A054246,ENSXETP00000018712,psen2,presenilin 2 [Source:Xenbase;Acc:XB-GENE-854877]
PECUL23A054247,ENSXETP00000014018,piwil4,piwi-like RNA-mediated silencing 4 [Source:Xenbase;Acc:XB-GENE-993661]
PECUL23A054249,ENSXETP00000104905,,
PECUL23A054250,ENSXETP00000046354,gon4l,gon-4-like [Source:Xenbase;Acc:XB-GENE-5943331]
PECUL23A054252,ENSXETP00000020709,rps3a,ribosomal protein S3A [Source:Xenbase;Acc:XB-GENE-976731]
PECUL23A054253,ENSXETP00000000832,col11a2,"collagen, type XI, alpha 2 [Source:Xenbase;Acc:XB-GENE-12564499]"
PECUL23A054254,ENSXETP00000056951,grin3b,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3B [Source:Xenbase;Acc:XB-GENE-990106]"
PECUL23A054255,ENSXETP00000110506,gck,glucokinase (hexokinase 4) [Source:Xenbase;Acc:XB-GENE-981992]
PECUL23A054256,ENSXETP00000021967,slc39a11,solute carrier family 39 member 11 [Source:Xenbase;Acc:XB-GENE-1003667]
PECUL23A054257,ENSXETP00000062571,rftn1,"raftlin, lipid raft linker 1 [Source:Xenbase;Acc:XB-GENE-6456562]"
PECUL23A054258,ENSXETP00000106428,,
PECUL23A054261,ENSXETP00000081433,PSPN,persephin [Source:HGNC Symbol;Acc:HGNC:9579]
PECUL23A054262,ENSXETP00000114515,saraf,store-operated calcium entry-associated regulatory factor [Source:Xenbase;Acc:XB-GENE-997090]
PECUL23A054263,ENSXETP00000115735,clasrp,CLK4-associating serine/arginine rich protein [Source:Xenbase;Acc:XB-GENE-6458768]
PECUL23A054264,ENSXETP00000076250,tpi1,triosephosphate isomerase 1 [Source:Xenbase;Acc:XB-GENE-494465]
PECUL23A054265,ENSXETP00000106757,gpr88,G protein-coupled receptor 88 [Source:Xenbase;Acc:XB-GENE-984668]
PECUL23A054267,ENSXETP00000042178,XB5888885 [provisional:zp3],provisional ortholog of zona pellucida glycoprotein 3 [Source:Xenbase;Acc:XB-GENE-5888886]
PECUL23A054269,ENSXETP00000038428,gcnt3,"glucosaminyl (N-acetyl) transferase 3, mucin type [Source:Xenbase;Acc:XB-GENE-5887146]"
PECUL23A054271,ENSXETP00000106505,,
PECUL23A054277,ENSXETP00000101498,senp6,SUMO specific peptidase 6 [Source:Xenbase;Acc:XB-GENE-962887]
PECUL23A054278,ENSXETP00000059170,susd3,sushi domain containing 3 [Source:Xenbase;Acc:XB-GENE-959250]
PECUL23A054279,ENSXETP00000079245,krt8.1,"keratin 8, 1 [Source:Xenbase;Acc:XB-GENE-876929]"
PECUL23A054281,ENSXETP00000016345;ENSXETP00000034706,fscn1;raf1,fascin actin-bundling protein 1 [Source:Xenbase;Acc:XB-GENE-488979];zona pellucida glycoprotein 4 [Source:Xenbase;Acc:XB-GENE-989713]
PECUL23A054284,ENSXETP00000021819,tent5c,terminal nucleotidyltransferase 5C [Source:Xenbase;Acc:XB-GENE-5913838]
PECUL23A054285,ENSXETP00000103315,cebpa,CCAAT enhancer binding protein alpha [Source:NCBI gene (formerly Entrezgene);Acc:496454]
PECUL23A054287,ENSXETP00000076050,lamb2,laminin subunit beta 2 [Source:Xenbase;Acc:XB-GENE-5935962]
PECUL23A054293,ENSXETP00000084308,nrf1,nuclear respiratory factor 1 [Source:Xenbase;Acc:XB-GENE-980602]
PECUL23A054297,ENSXETP00000078550;ENSXETP00000064407,dlg3,"discs, large homolog 3 [Source:Xenbase;Acc:XB-GENE-977252]"
PECUL23A054300,ENSXETP00000114800,,
PECUL23A054301,ENSXETP00000108959,,
PECUL23A054302,ENSXETP00000076021,mafa,v-maf avian musculoaponeurotic fibrosarcoma onco homolog A [Source:Xenbase;Acc:XB-GENE-6086265]
PECUL23A054305,,,
PECUL23A054308,ENSXETP00000087789,aqr,aquarius intron-binding spliceosomal factor [Source:Xenbase;Acc:XB-GENE-1217636]
PECUL23A054309,ENSXETP00000077928,ift46,intraflagellar transport 46 [Source:Xenbase;Acc:XB-GENE-986153]
PECUL23A054310,ENSXETP00000009276,klhl22,kelch like family member 22 [Source:Xenbase;Acc:XB-GENE-948974]
PECUL23A054313,ENSXETP00000116682,dusp14,dual specificity phosphatase 14 [Source:Xenbase;Acc:XB-GENE-1018339]
PECUL23A054316,ENSXETP00000055316,arl13a,ADP ribosylation factor like GTPase 13A [Source:Xenbase;Acc:XB-GENE-1007191]
PECUL23A054317,ENSXETP00000074560,lrp5,LDL receptor related protein 5 [Source:Xenbase;Acc:XB-GENE-485117]
PECUL23A054319,ENSXETP00000065216,frrs1,ferric-chelate reductase 1 [Source:Xenbase;Acc:XB-GENE-989220]
PECUL23A054322,ENSXETP00000029784,plk3,polo-like kinase 3 [Source:Xenbase;Acc:XB-GENE-5860546]
PECUL23A054323,ENSXETP00000103820,isca1,iron-sulfur cluster assembly 1 [Source:Xenbase;Acc:XB-GENE-943516]
PECUL23A054324,ENSXETP00000111818,gpr78,G protein-coupled receptor 78 [Source:Xenbase;Acc:XB-GENE-5799776]
PECUL23A054327,ENSXETP00000082394,cfl2,cofilin 2 (non-muscle) [Source:Xenbase;Acc:XB-GENE-1002956]
PECUL23A054328,ENSXETP00000083713,parn,poly(A)-specific ribonuclease [Source:Xenbase;Acc:XB-GENE-1003103]
PECUL23A054331,ENSXETP00000113971,stra6l.1,"stra6-like, 1 [Source:Xenbase;Acc:XB-GENE-988722]"
PECUL23A054332,ENSXETP00000113971,stra6l.1,"stra6-like, 1 [Source:Xenbase;Acc:XB-GENE-988722]"
PECUL23A054335,ENSXETP00000076859,,
PECUL23A054338,ENSXETP00000047251,stat2,signal transducer and activator of transcription 2 [Source:Xenbase;Acc:XB-GENE-985264]
PECUL23A054345,ENSXETP00000044770,rnaseh2b,ribonuclease H2 subunit B [Source:Xenbase;Acc:XB-GENE-1004443]
PECUL23A054347,ENSXETP00000088398,rgs9,regulator of G-protein signaling 9 [Source:Xenbase;Acc:XB-GENE-5955936]
PECUL23A054349,ENSXETP00000091581,slc7a13,"solute carrier family 7 (anionic amino acid transporter), member 13 [Source:Xenbase;Acc:XB-GENE-995917]"
PECUL23A054351,ENSXETP00000062458,utp11,"UTP11, small subunit processome component [Source:Xenbase;Acc:XB-GENE-992334]"
PECUL23A054353,ENSXETP00000041218,myl7,myosin light chain 7 [Source:Xenbase;Acc:XB-GENE-964041]
PECUL23A054355,ENSXETP00000094655,,
PECUL23A054356,ENSXETP00000110873,,
PECUL23A054357,ENSXETP00000049763,CREG1,cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]
PECUL23A054358,ENSXETP00000107285,tmem65,transmembrane protein 65 [Source:Xenbase;Acc:XB-GENE-5797146]
PECUL23A054359,ENSXETP00000091596,exoc1,exocyst complex component 1 [Source:Xenbase;Acc:XB-GENE-1002180]
PECUL23A054360,ENSXETP00000096822,nfxl1,"nuclear transcription factor, X-box binding like 1 [Source:Xenbase;Acc:XB-GENE-964724]"
PECUL23A054363,ENSXETP00000002323,sycp2l,synaptonemal complex protein 2 like [Source:Xenbase;Acc:XB-GENE-919974]
PECUL23A054377,ENSXETP00000003033;ENSXETP00000003037,cpsf6,cleavage and polyadenylation specific factor 6 [Source:Xenbase;Acc:XB-GENE-961703]
PECUL23A054379,ENSXETP00000068931,zswim8,zinc finger SWIM-type containing 8 [Source:Xenbase;Acc:XB-GENE-1217722]
PECUL23A054380,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A054386,ENSXETP00000050205,klhl38,kelch like family member 38 [Source:Xenbase;Acc:XB-GENE-979594]
PECUL23A054387,ENSXETP00000108824,znf367,zinc finger protein 367 [Source:Xenbase;Acc:XB-GENE-986040]
PECUL23A054389,ENSXETP00000084902,nup85,nucleoporin 85kDa [Source:Xenbase;Acc:XB-GENE-1008050]
PECUL23A054391,ENSXETP00000092101,ldhd,lactate dehydrogenase D [Source:Xenbase;Acc:XB-GENE-948662]
